评论内容,观点词
"大都是后在用吾诺的洗面膏,现在的比之前的90g多啦,包装也有小小变化,效果还以一样让人满意。适合自己的才是最好的,之前试用过其他不少品牌的洗面膏,还是这个最爱最好,洁净不错,清洗不错,改善肤质不错。",喜欢
"就是买过来,有个垫子坏了,挺好用的",挺好用的
"不想正品,亚马逊让人失望,很稀,和原来用的不一样","很稀,不像正品"
"非常好用,孙教授的主编,非常实用。贴近临床。",很好
"书不错,价钱便宜。值得购买。",书挺不错。
"只看了一部分,是花了气力而做的书",好
"东西挺好看,就是刚刚打开包装有比较刺鼻的味道。",帮同学买的
"喜欢这个词——慢养,读起来也蛮喜欢的!",不错
"这是那种硬硬的塑料质地,不容易破,很好",很好
"作者很用心的把这些单词串联起来,很有意思。推荐!!!",很实用
"卓越亚马逊的信誉度挺好的,书17回和18回合在了一起,如果分开讲,会更清晰,更明了。","选择卓越,信誉超越……"
"既可以学习英文,又可以增长见识!",( ^_^ )不错嘛
"很值得购买的一本书,读了三分之一,对我帮助很大。建议大家读",很受用的一本书
"包装完好,机子也很给力,给老人买的很满意。",挺不错的包装完好
"球团矿生产技术这本书还行吧,关于介绍主要内容上都说了的,里面还说了一些操作步骤,如放风等等",球团矿生产技术
"昨天手机突然照相后无法存储,以为手机有问题,谁知道是内存卡的问题不能读写,在电脑上用软件检测,大部分扇区都是坏的,原有数据根本无法读取,内存卡上的数据丢失了,非常可惜!以后不再相信终身保固、用户无优之类的广告宣传!电脑内存条一直都是用金士顿几年时间都没问题,没想到内存卡的质量这么差,官网查还是正品!以后选择闪迪算了!","产品价格低,但质量一般"
"儿子喜欢,很好的英语单词书,这种排序方法容易记单词。","儿子喜欢,很好的英语单词书"
"不错,质量与实体店一样可靠。",物有所值
"发货速度蛮快,13号下单15号就到货。仔细看了下,手表做工精良,表盘用的什么珍珠母贝,所以看上去不是像一般的表盘那么平,看大家好像都有这个情况,不知道是不是天然的关系。没发票,不过售后给我补发了,总体还是比较满意。",送给我亲爱的老婆
"这次是给店里买的,我家一直用的,感觉质量挺好的。","给店里买的,挺好的。"
"泡沫很细腻,用了之后也不会紧绷,我是混合性皮肤,感觉洗得挺干净的...",不错
"很好,值得买来看,划算",很好的一本书
"耶耶,可以,质量还不错","宝贝还可以,"
"小外甥女已是小学一年级的学生了,我给她买了这本书,本是为了练习拼音阅读的,孩子一拿到书,就立刻兴奋地读了起来,还不时笑得裂开大嘴。曾经拿回到学校阅读课上阅读,引起班级其他小同学的羡慕,好多孩子回到家就让家长购买,不管是小朵朵、还是小豆豆,都引起孩子的喜爱。 这不看完了这本书,我又给她买了《二年级的小朵朵》(拼音版)。",外甥女超喜欢
"质量很好,就是有点薄。",最好的时光在路上
"质量太好了,孩子喜欢!",好
"书的质量很好,不错。",不错
"老师推荐的这本书,挺不错的……",质量内容
"现在还有好多,我已经不怎么用了,有点浪费!",洗完脸不舒服
宝宝出生后还是必须要学习的……,好
"这个不错,读了跟儿子讲。","这个不错,读了跟儿子讲。"
"复习必备,帮助很大!",好书
"给单位买的,质量还不错。",同事喜欢外形
呵呵 是不错 还行吧这本书,不错
"功能很强大,宝宝很喜欢。连大人都觉得有趣。",不错的玩具
"这是一款中波频率的,收到货后很不爽! 当时买的时候没有料到! 原本想买一款能收BBC的 虽然发货速度很快 但我想知道能不能换其他款的! 失望极了 加上不能用电池!烦人!",没法收到bbc等
"包装很不错,题型呢,因为是新改革,所以还是因循传统。不过,其中的模拟题,有点坑,根本没有体现出新题型的改革。不过,可以理解。",包装 题型
很好  很好  、。。。。。。。。。。。。。。。。。。,好书  对学习有帮助
"很喜欢,就是比照片上显大。颜色和样子都很满意,很实用。","颜色外观漂亮,节能灯省电。"
"看了很多评论,可能并不是评价的这个版本,这是“人人丛书”版的布面精装版,纸张白净,印刷清晰。虽然价格不便宜,但不超过100元的外文书籍而且还是精装的,很不错了。企鹅版的“现代经典”是平装,价格也不是很便宜,所以这个版本不错。我查看了许多“人人丛书”的精装书,大多价格不菲(在国外不算贵),这本The Grapes of Wrath竟然没超过100元。这个版本出的的托马斯·曼的几本英译版都要一百多接近二百元,贵。至于书的内容,要花很长一段时间来看了,文学史对斯坦贝克的评价并不太高,但我感觉他应该是可以和福克纳索尔·贝娄地位相当的美国作家。",Everyman's Library
"没什么划伤什么的,都挺好,送人用的",东西挺正的
"作者是个文抄公,一看照片就知道是外行","作者是个文抄公,一看照片就知道是外行"
当初认真看了相机购买才知道要自己拍下 才会免费赠送 很好!!,很好
质量很好。内容也都不错。但是没有太过亮眼的感觉。不过我个人比较挑剔。,还好。
帮朋友买的  爬去实体店被坑就网购了  附了一张win8的系统盘 但现在正是win8最蛋疼的时候裸机自己也不会装系统所以只能找人花钱去装win7 然后人家又装得ghost全是毒 总之坎坷的要命....但长相/配置/快递都特别给力 最开始我填错地址送北京家去了人家快递大叔二话不说帮我重新送天津了  万分感谢,各方面都不错就是系统实在蛋疼
"铁盒有磨损,读卡器内板松,就是用手一摇,能感觉里面有东西在动,也能听到内板碰撞机壳的声音","铁盒有磨碎,读卡器内板松"
"喜欢火车的朋友应该买一本,这是为我7岁的火车迷儿子买的,他非常喜欢,虽然是本大人的书。",火车迷的好伙伴
"质量很好,心理考研必备图书。",不错、
还是第一次看印度小说。。。。。,还是第一次看印度小说
"书的质量还行,封面没想象中好看",流言
"这本书的内容挺好,适合学生了解。","挺喜欢这本书,价格合理。"
这地图尺寸比较大 印刷质量 不错 很清楚 也很便宜 觉得值,精美 便宜
"拉长的效果不是很明显,要多刷几次才可以,对了,好处是不用有黑眼圈哦",一般般
"1.内容空洞,基本上从网上摘抄一些句子就可以写出这样一本书,如果仅仅只是看几个名词和图形的解释和含义,百度上大把的,读者不是想买一本字典。 2.没有见解,根据作者分析基本每个图形都至少有2种含义,不是涨就是跌要不就是盘整,这不是等于白说吗?就算同样的图形找到截然相反的走势也是有的,如果没有自己独到的见解,只是一味拿一些例子来证明那些是什么“早晨之星”“黄昏之星”,这样有什么实战可言?奉劝作者没有那个智商就不要写书,丢人也现眼。",很差劲
"其实我想要的是无线的,而且似乎安装有点问题",买错了
"收到时原包未开封的。装个系统后发现十多个按键不能用。硬盘灰点多。唉,手气不好吧。还未开始用就先去维修几天了。华硕质量不太好吧。我同事笑到出翔了。",新机就坏了。
挺好的  价格合理  书本精美,评论
"商品非常满意!!无障碍可以十几米接收,又买了一个给朋友。",相信亚马逊
"买了好一段时间了,现在回评。这个书其实设计得一般,图片也有点奇怪,声音就更加是奇怪,甚至有点小恐怖,孩子刚开始听见也害怕,好几天不敢玩,甚至把书放床头也怕怕的,但是坚持每天让他看一会,孩子现在是14个月,很喜欢,每天都要看好几次,每次都跟着书里的声音学着叫,我的看法不重要,重要的死宝宝喜欢,那就值5分!!!","我觉得怪,但是宝宝很喜欢"
"虽然只看了一半。很细腻的笔触,一个辛苦辗转的女子的经历和情感,虽说时代已经不同,但人类的各种感觉-喜怒哀愁,却都是这样相似,以日记的方式写小说更直观。或许可以说这是本励志小说,而且我却认为它更多地洞察了世界的真,并描摹了它的美。",林芙美子放浪记
"1.在我看来,书本身印刷就没问题,纸张也正常,错别字目前没发现(有是正常的,但不要太多,有标准可循的),没有折角等情况!符合我的要求。 2.同学说好,因为是给同学买的。别的什么都没说。 3.物流奇快!神奇了!","同学说了,很满意!"
"性价比还是比较高的,刮的胡子也比较干净,挺不错的",评价
"我开始以为是脆片,因为之前吃过一种草莓干,就是那种像风干的脆片,这个不是,是像蜜饯一样软的,不过味道还不错",还不错
"书的质量很好,应该是正版的,定书第二天就送来了,很快!","书是正版的,送货及时"
"OK咯,还可以//",``
"整体来说还不错,唯一的小缺陷就是噪音有些大,另外提醒下要购买的朋友,咖啡机在开机和自动关机时候会自动出水清理,所以一定记得放个小容器在下面,更方便些(虽然下面水槽也可以接水)",比较满意
"奥运的音像制品,就是明星的简单堆砌,对追求听觉和视觉的发烧友而言,这些拼盘没有多大价值.7",时髦的伪歌迷的首选!
谢谢卓越 价格便宜 质量也很好,喜欢
"先不说这本书内容如何 因为之前在书店你买过一本原价的夏达短篇集1 这回准备试试在卓越买 结果真的很失望,印刷和纸张都差了一大截 特别是印刷。。。。太打击了,差点被封面骗了 黑色很多地方印的都不太均匀。。。要买的亲慎重了",有点小小失望
2012/5/14 ========== Write Test ---------- Best: 12826 KB/s at 988M Worst: 8405 KB/s at 2440M Avg: 10082 KB/s Read Test --------- Best: 33825 KB/s at 44M Worst: 29746 KB/s at 4M Avg: 31536 KB/s,速度应该是蛮不错的
"已经用了半年联想A789手机了,一直未出现过故障,上网速度也挺快的,而且也是原装联想手机,信号也很好通话质量也清晰,像素也可以,不用插耳机就能听收音机,喜欢这款手机。","正品行货,价格便宜,运行速度挺快!"
"书送来的时候检查了一下 总看到有人说会有送旧书的情况 我这里学生用书是用塑料封皮包着的  同步辅导的书是没有外包装的,但是书都很好 没有破损  书内的文字清晰 纸质良好 推荐购买哦",很不错
"历年考题,正在学习中",实战学习
书挺好的 刚拿回来 看纸张感觉不错,好东西
